pair,amount,volume,side,timestamp,user_id
BTCNGN,443967.83,0.00275808,sell,2024-11-29T11:47:46.718381Z,561-11011-1521-1571-1100
BTCNGN,31586.77,0.0001935,sell,2024-12-05T04:15:39.377535Z,991-11011-1521-1981-156
BTCNGN,63738.05,0.0004056,sell,2024-12-02T11:35:37.053937Z,541-1971-1521-1561-1101
BTCNGN,14993.66,0.00009667,sell,2024-12-08T18:04:37.84785Z,531-1541-1521-1561-150
BTCNGN,56843.11,0.00036126,sell,2024-11-28T15:58:35.3871Z,521-11011-1521-1981-157
BTCNGN,2352.45,0.00001567,sell,2024-12-07T20:50:41.303003Z,521-11011-1521-1981-157
BTCNGN,10003.92,0.00007023,sell,2024-12-06T13:12:10.67005Z,971-1971-1521-1981-152
BTCNGN,19999.2,0.00014047,sell,2024-12-06T13:12:02.519862Z,971-1971-1521-1981-152
BTCNGN,79260.82,0.00052018,sell,2024-12-04T12:28:56.0603Z,541-1531-1521-1981-197
BTCNGN,4698661.85,0.02889537,sell,2024-12-05T04:30:32.477346Z,481-1551-1521-1561-157
BTCNGN,1185308.68,0.00743007,sell,2024-11-30T06:26:41.210935Z,1001-11021-1521-1971-199
BTCNGN,43250.22,0.00030456,sell,2024-12-06T13:22:14.180994Z,981-1541-1521-1971-1100
BTCNGN,6243.91,0.00003994,sell,2024-11-28T16:15:52.658312Z,1001-11011-1521-1561-148
BTCNGN,80190.07,0.00050803,sell,2024-11-28T16:18:18.913343Z,1001-11011-1521-1561-148
BTCNGN,20194.66,0.00012646,sell,2024-11-30T05:41:32.241367Z,1001-11011-1521-1561-148
BTCNGN,19999.38,0.00012617,sell,2024-12-03T03:05:59.972849Z,1001-11011-1521-1561-148
BTCNGN,10000.64,0.00006205,sell,2024-11-29T12:12:59.741818Z,1001-11011-1521-1561-148
BTCNGN,233663.55,0.00147326,sell,2024-12-11T13:15:51.583358Z,491-11021-1521-1981-1101
BTCNGN,213752.74,0.0015,sell,2024-12-06T13:14:54.207224Z,1021-1531-1521-1981-151
BTCNGN,19973.14,0.00012474,sell,2024-12-01T15:55:21.483687Z,551-11021-1521-1981-155
BTCNGN,4949.49,0.00003299,sell,2024-12-07T20:45:58.190075Z,551-11021-1521-1981-155
BTCNGN,59999.62,0.00038222,sell,2024-12-02T11:09:22.857294Z,551-11021-1521-1981-155
BTCNGN,14992.83,0.00009334,sell,2024-11-27T21:04:04.087678Z,551-11021-1521-1981-155
BTCNGN,50010.56,0.00031848,sell,2024-12-02T11:15:01.529359Z,551-11021-1521-1981-155
BTCNGN,60003.88,0.00038137,sell,2024-12-02T11:22:08.978041Z,551-11021-1521-1981-155
BTCNGN,10002.84,0.000066,sell,2024-12-07T21:15:50.191597Z,551-11021-1521-1981-155
BTCNGN,4950,0.00003126,sell,2024-11-30T19:21:33.350302Z,551-11021-1521-1981-155
BTCNGN,1979.41,0.00001319,sell,2024-12-07T21:16:40.867164Z,531-1531-1521-1571-149
BTCNGN,8910.9,0.00005938,sell,2024-12-07T21:16:07.66162Z,531-1531-1521-1571-149
BTCNGN,21979.12,0.00014,sell,2024-12-02T11:14:31.852932Z,571-1541-1521-1981-199
BTCNGN,81008.58,0.0004962,sell,2024-12-05T04:11:37.660051Z,571-11011-1521-1571-157
BTCNGN,245970.13,0.00153956,sell,2024-11-30T05:16:13.573169Z,571-11011-1521-1571-157
BTCNGN,10689.6,0.00006683,sell,2024-11-30T19:26:06.834866Z,541-1561-1521-1981-1102
BTCNGN,764847.4,0.00478908,sell,2024-11-30T06:09:08.317123Z,541-1561-1521-1981-1102
BTCNGN,48923.55,0.00031129,sell,2024-12-02T11:07:43.137306Z,991-1481-1521-1561-1100
BTCNGN,19992.12,0.00012607,sell,2024-12-03T02:49:49.468029Z,991-1481-1521-1561-1100
BTCNGN,30005.88,0.00018834,sell,2024-11-30T06:17:23.284362Z,991-1481-1521-1561-1100
BTCNGN,20007.84,0.00013178,sell,2024-12-09T12:05:06.589574Z,571-1571-1521-1971-199
BTCNGN,1000000,0.00834851,sell,2025-03-11T14:37:12.698203Z,501-1531-1521-1981-156
BTCNGN,10000,0.00008451,sell,2025-03-11T14:38:03.288747Z,501-1531-1521-1981-156
BTCNGN,82021.47,0.00051804,sell,2024-12-03T01:18:07.714275Z,981-11021-1521-1971-156
BTCNGN,2078.16,0.00001366,sell,2024-12-10T19:52:37.93577Z,1021-1551-1521-1971-1102
BTCNGN,10199.83,0.00006453,sell,2024-12-03T01:06:11.42824Z,1021-1551-1521-1971-1102
BTCNGN,30011.38,0.0001923,sell,2024-12-05T17:57:20.43663Z,1021-1551-1521-1971-1102
BTCNGN,49990.46,0.00031796,sell,2024-12-02T11:24:13.768069Z,531-1571-1521-1561-198
BTCNGN,8910.96,0.00005629,sell,2024-11-30T19:09:54.18076Z,531-1571-1521-1561-198
BTCNGN,1186.93,0.00000748,sell,2024-11-29T11:28:17.538334Z,491-11021-1521-1571-199
BTCNGN,20997.55,0.00013297,sell,2024-11-28T16:22:06.446811Z,491-11021-1521-1571-199
BTCNGN,10499.64,0.00006782,sell,2024-12-10T13:39:47.816391Z,491-11021-1521-1571-199
BTCNGN,4950.23,0.00003171,sell,2024-11-28T16:29:38.859823Z,491-11021-1521-1571-199
BTCNGN,4949.34,0.00003203,sell,2024-12-05T18:07:34.744422Z,1021-1511-1521-1981-1101
BTCNGN,4948.97,0.00003185,sell,2024-12-02T11:00:36.18623Z,481-1501-1521-1561-149
BTCNGN,60292.99,0.00037952,sell,2024-12-11T07:30:14.588642Z,481-1501-1521-1561-149
BTCNGN,99897.6,0.0006795,sell,2024-12-07T07:50:13.395796Z,481-1501-1521-1561-149
BTCNGN,49999.46,0.00033939,sell,2024-12-07T07:57:05.564599Z,481-1501-1521-1561-149
BTCNGN,50491.78,0.00033261,sell,2024-12-07T21:05:32.893638Z,981-1501-1521-1571-150
BTCNGN,1227747.03,0.0079,sell,2024-12-10T13:49:31.735786Z,1011-1521-1521-1971-150
BTCNGN,23408.74,0.00015522,sell,2024-12-09T22:41:08.896618Z,561-1991-1521-1981-1101
BTCNGN,5929.49,0.00003975,sell,2024-12-09T22:40:35.356359Z,561-1991-1521-1981-1101
BTCNGN,8909.5,0.00006118,sell,2024-12-07T07:45:59.209871Z,981-11021-1521-1981-155
BTCNGN,30002.02,0.00018315,sell,2024-12-05T05:30:23.852353Z,981-11021-1521-1981-155
BTCNGN,59999.96,0.00040756,sell,2024-12-07T07:54:41.203645Z,1001-1991-1521-1571-1101
BTCNGN,100024.58,0.00064443,sell,2024-12-10T13:46:06.526015Z,1001-1991-1521-1571-1101
BTCNGN,145874.96,0.0009405,sell,2024-12-08T17:29:00.11674Z,541-1971-1521-1981-148
BTCNGN,15992.51,0.0001,sell,2024-11-30T19:23:02.712466Z,511-1561-1521-1981-151
BTCNGN,1016849.3,0.00647323,sell,2024-12-03T18:09:18.877452Z,981-1521-1521-1981-153
BTCNGN,25020.74,0.00016042,sell,2024-12-05T17:48:34.422538Z,521-1561-1521-1561-151
BTCNGN,52403.86,0.00034434,sell,2024-12-04T12:01:37.232231Z,521-1561-1521-1561-151
BTCNGN,24986.31,0.00016407,sell,2024-12-04T12:29:35.474982Z,521-1561-1521-1561-151
BTCNGN,836272.56,0.0053,sell,2024-11-28T16:06:49.143088Z,501-1521-1521-1981-153
BTCNGN,21998.59,0.00013782,sell,2024-11-30T18:43:03.570181Z,491-11001-1521-1971-149
BTCNGN,858614.63,0.0055,sell,2024-12-05T18:10:39.395842Z,1011-1571-1521-1971-1102
BTCNGN,80531.67,0.0005045,sell,2024-11-30T05:34:11.429557Z,1021-1571-1521-1971-197
BTCNGN,31166.79,0.0002,sell,2024-12-05T17:53:50.824987Z,1011-1501-1521-1971-198
BTCNGN,64177.45,0.0004,sell,2024-11-27T21:40:39.248772Z,1011-1501-1521-1971-198
BTCNGN,78460.95,0.0005,sell,2024-12-02T11:51:25.797503Z,1011-1501-1521-1971-198
BTCNGN,30321.2,0.0002,sell,2024-12-07T20:44:55.095369Z,971-11001-1521-1561-197
BTCNGN,3959.41,0.00002545,sell,2024-12-02T11:25:17.586583Z,991-1531-1521-1981-154
BTCNGN,19998.78,0.00013224,sell,2024-12-07T21:29:38.360858Z,991-1531-1521-1981-154
BTCNGN,3961.98,0.00002823,sell,2024-12-06T12:48:56.898833Z,501-11021-1521-1981-154
BTCNGN,49999.23,0.00032875,sell,2024-12-09T12:17:58.195479Z,501-11021-1521-1981-154
BTCNGN,39991.19,0.00028178,sell,2024-12-06T13:18:41.831127Z,501-11021-1521-1981-154
BTCNGN,91930.83,0.00060304,sell,2024-12-04T12:27:09.681026Z,501-11021-1521-1981-154
BTCNGN,849982.51,0.00540624,sell,2024-12-02T11:24:10.537436Z,501-11021-1521-1981-154
BTCNGN,4949.7,0.0000318,sell,2024-12-02T11:24:40.411996Z,501-11021-1521-1981-154
BTCNGN,24999.87,0.00016009,sell,2024-12-03T18:31:10.603617Z,501-11021-1521-1981-154
BTCNGN,343464.86,0.00213101,sell,2024-11-29T12:11:01.170098Z,1021-1561-1521-1561-197
BTCNGN,1248968.22,0.00800015,sell,2024-12-05T18:09:45.242791Z,571-1501-1521-1561-150
BTCNGN,109908.11,0.00071408,sell,2024-12-10T19:57:17.463797Z,971-1981-1521-1971-150
BTCNGN,74005.44,0.00046363,sell,2024-11-30T06:22:17.506042Z,551-1491-1521-1571-150
BTCNGN,20003.98,0.00012432,sell,2024-11-27T20:47:04.621459Z,571-1561-1521-1981-156
BTCNGN,19999.6,0.00012514,sell,2024-11-30T18:59:37.130315Z,571-1561-1521-1981-156
BTCNGN,4949.9,0.00003297,sell,2024-12-07T21:10:56.529656Z,571-1561-1521-1981-156
BTCNGN,1981.76,0.0000132,sell,2024-12-07T21:10:47.009682Z,571-1561-1521-1981-156
BTCNGN,10001.24,0.00006213,sell,2024-11-27T21:12:45.327028Z,571-1561-1521-1981-156
BTCNGN,65339.8,0.00040914,sell,2024-12-11T11:16:17.655127Z,521-1541-1521-1561-151
BTCNGN,148817.93,0.00084819,sell,2025-07-18T16:33:39.857059Z,991-1531-1521-1981-157
BTCNGN,740414.46,0.00502718,sell,2024-12-07T07:26:43.59622Z,561-1491-1521-1971-150
BTCNGN,326534.43,0.00204618,sell,2024-11-30T05:03:22.47754Z,1021-1541-1521-1571-199
BTCNGN,15021.11,0.00009901,sell,2024-12-07T21:06:47.477637Z,981-1561-1521-1981-154
BTCNGN,4949.89,0.00003127,sell,2024-11-30T19:06:18.141704Z,981-1561-1521-1981-154
BTCNGN,19998.86,0.00012427,sell,2024-11-27T21:13:45.22065Z,981-1561-1521-1981-154
BTCNGN,49998.93,0.0003177,sell,2024-12-02T11:23:14.728403Z,981-1561-1521-1981-154
BTCNGN,4947.82,0.0000339,sell,2024-12-07T08:06:47.926969Z,981-1561-1521-1981-154
BTCNGN,14999.69,0.00009376,sell,2024-11-30T19:27:45.473824Z,981-1561-1521-1981-154
BTCNGN,18098.63,0.00011883,sell,2024-12-04T12:02:44.010555Z,1001-11021-1521-1571-156
BTCNGN,10099.23,0.00006323,sell,2024-11-30T18:50:14.85397Z,1001-11021-1521-1571-156
BTCNGN,5049.18,0.0000337,sell,2024-12-09T22:54:00.134901Z,1001-11021-1521-1571-156
BTCNGN,9011.15,0.00006403,sell,2024-12-06T13:08:00.163761Z,1001-11021-1521-1571-156
BTCNGN,10617.32,0.00006647,sell,2024-12-11T11:10:26.264956Z,1001-11021-1521-1571-156
BTCNGN,10085.92,0.00006666,sell,2024-12-09T23:04:50.3082Z,1001-11021-1521-1571-156
BTCNGN,166327.43,0.00103594,sell,2024-11-27T21:44:27.435036Z,571-1981-1521-1981-157
BTCNGN,21123.59,0.00014851,sell,2024-12-06T13:46:15.937968Z,511-11011-1521-1971-152
BTCNGN,10020.25,0.00006355,sell,2024-11-28T16:04:11.364871Z,1011-1981-1521-1971-1102
BTCNGN,19995.49,0.00012498,sell,2024-12-01T15:58:46.241667Z,1011-1521-1521-1981-149
BTCNGN,1198055,0.00780566,sell,2024-12-10T20:06:02.988368Z,571-1541-1521-1981-1101
BTCNGN,109954.07,0.0006721,sell,2024-12-05T05:31:36.456871Z,971-1531-1521-1971-156
BTCNGN,51950.05,0.00035288,sell,2024-12-07T07:39:38.74593Z,981-1501-1521-1971-148
BTCNGN,147535.05,0.00095167,sell,2024-12-08T17:46:52.317345Z,981-1501-1521-1971-148
BTCNGN,576611.37,0.00358947,sell,2024-11-27T20:55:32.161727Z,531-1991-1521-1561-157
BTCNGN,310558.22,0.00201839,sell,2024-12-10T19:58:47.411211Z,531-1991-1521-1561-157
BTCNGN,121526.17,0.0007979,sell,2024-12-09T12:19:41.889716Z,481-1541-1521-1561-1102
BTCNGN,8117.09,0.00005312,sell,2024-12-10T20:22:21.942627Z,531-1981-1521-1981-148
BTCNGN,29904.38,0.00019036,sell,2024-12-02T11:43:33.568901Z,551-1981-1521-1561-199
BTCNGN,49976.64,0.00032218,sell,2024-12-05T18:29:08.474141Z,551-1981-1521-1561-199
BTCNGN,90026.79,0.00059295,sell,2024-12-10T00:05:44.799916Z,551-1981-1521-1561-199
BTCNGN,9900.38,0.00006585,sell,2024-12-09T11:54:39.392682Z,481-1531-1521-1571-1101
BTCNGN,9404.98,0.00005941,sell,2024-11-30T19:10:40.474441Z,481-1531-1521-1571-1101
BTCNGN,11999.81,0.00007751,sell,2024-12-10T13:39:51.752016Z,481-1531-1521-1571-1101
BTCNGN,17985.94,0.00011549,sell,2024-12-05T18:16:35.766666Z,481-1531-1521-1571-1101
BTCNGN,98924.52,0.0006303,sell,2024-12-02T11:47:50.581074Z,481-1531-1521-1571-1101
BTCNGN,13988.87,0.0000899,sell,2024-12-03T18:41:44.764945Z,481-1531-1521-1571-1101
BTCNGN,20009.08,0.0001246,sell,2024-12-01T16:50:20.196034Z,481-1531-1521-1571-1101
BTCNGN,1908356.74,0.01195474,sell,2024-11-30T05:01:33.326328Z,531-11001-1521-1571-156
BTCNGN,143538.69,0.0009412,sell,2024-12-04T12:27:31.091463Z,981-1511-1521-1571-153
BTCNGN,5000,0.00004209,sell,2025-03-11T14:31:13.263102Z,531-1991-1521-1561-1102
BTCNGN,50007.72,0.00035299,sell,2024-12-06T13:27:06.858946Z,561-11001-1521-1971-150
BTCNGN,384720.67,0.0023998,sell,2024-12-01T16:16:35.05185Z,521-11001-1521-1571-199
BTCNGN,1900936.23,0.01189,sell,2024-11-30T18:56:29.386979Z,1021-11021-1521-1561-199
BTCNGN,902580.36,0.00514797,sell,2025-07-18T16:33:07.172432Z,541-1571-1521-1971-157
BTCNGN,16008.86,0.0001,sell,2024-12-01T15:55:45.756156Z,981-1501-1521-1571-1100
BTCNGN,2181.44,0.000014,sell,2024-12-02T11:22:33.847687Z,981-1501-1521-1571-1100
BTCNGN,1740.05,0.000011,sell,2024-11-30T05:53:07.383542Z,981-1501-1521-1571-1100
BTCNGN,11176.85,0.00007,sell,2024-12-11T11:14:53.411406Z,981-1501-1521-1571-1100
BTCNGN,10984.45,0.00007,sell,2024-12-02T11:49:51.002583Z,981-1501-1521-1571-1100
BTCNGN,16538.23,0.0001052,sell,2024-12-02T11:24:27.136995Z,491-1551-1521-1981-198
BTCNGN,6941.33,0.00004497,sell,2024-12-05T17:56:16.446279Z,481-1561-1521-1981-153
BTCNGN,165921.45,0.00103083,sell,2024-11-27T21:12:37.348138Z,481-1561-1521-1981-153
BTCNGN,90847.4,0.000569,sell,2024-11-30T05:12:20.663482Z,1001-1571-1521-1971-153
BTCNGN,4454.02,0.00002868,sell,2024-12-02T10:57:01.247405Z,491-1571-1521-1981-157
BTCNGN,6932.05,0.0000451,sell,2024-12-10T13:56:55.466531Z,971-1551-1521-1971-199
BTCNGN,100000,0.00083453,sell,2025-03-11T14:37:24.917546Z,551-1991-1521-1561-154
BTCNGN,95635.78,0.0006712,sell,2024-12-06T13:14:04.856113Z,971-1981-1521-1571-1102
BTCNGN,4947.95,0.00003296,sell,2024-12-07T20:44:25.154454Z,491-1501-1521-1571-157
BTCNGN,4949.8,0.00003527,sell,2024-12-06T13:26:30.320565Z,491-1501-1521-1571-157
BTCNGN,70525.52,0.00046351,sell,2024-12-04T12:00:47.267609Z,531-1531-1521-1571-199
BTCNGN,29998.36,0.00019791,sell,2024-12-07T20:45:04.916278Z,531-1531-1521-1571-199
BTCNGN,73054.53,0.00046753,sell,2024-12-05T18:02:36.778996Z,531-1531-1521-1571-199
BTCNGN,24999.89,0.000165,sell,2024-12-07T21:25:12.98298Z,531-1531-1521-1571-199
BTCNGN,14999.94,0.00009531,sell,2024-11-28T15:54:44.135233Z,521-1991-1521-1981-149
BTCNGN,20000.39,0.00012506,sell,2024-11-30T06:00:46.739113Z,521-1991-1521-1981-149
BTCNGN,25497.48,0.00017317,sell,2024-12-07T08:20:56.540009Z,521-1991-1521-1981-149
BTCNGN,10997.71,0.00007071,sell,2024-12-03T18:43:56.322362Z,521-1991-1521-1981-149
BTCNGN,15015.03,0.00009394,sell,2024-11-30T18:53:39.918965Z,971-1571-1521-1981-156
BTCNGN,4454.44,0.00002905,sell,2024-12-08T17:22:21.301274Z,971-1571-1521-1981-156
BTCNGN,1976.77,0.00001279,sell,2024-12-05T18:01:45.646025Z,971-1571-1521-1981-156
BTCNGN,14998.74,0.0000938,sell,2024-11-30T19:05:24.838473Z,971-1571-1521-1981-156
BTCNGN,9898.07,0.00006253,sell,2024-11-30T19:07:25.957345Z,971-1571-1521-1981-156
BTCNGN,9900.26,0.00006786,sell,2024-12-07T08:00:05.655812Z,971-1571-1521-1981-156
BTCNGN,5938.7,0.00003937,sell,2024-12-04T12:28:48.177718Z,971-1571-1521-1981-156
BTCNGN,14999.44,0.00009378,sell,2024-11-30T19:28:50.831544Z,971-1571-1521-1981-156
BTCNGN,10198.48,0.00006325,sell,2024-11-27T20:37:50.972565Z,521-1551-1521-1981-156
BTCNGN,4159.02,0.00002689,sell,2024-12-05T17:58:10.197551Z,521-1551-1521-1981-156
BTCNGN,5148.45,0.00003339,sell,2024-12-05T18:21:15.970378Z,521-1551-1521-1981-156
BTCNGN,4156.52,0.0000275,sell,2024-12-09T12:37:29.701501Z,521-1551-1521-1981-156
BTCNGN,50033.62,0.00031635,sell,2024-12-03T01:07:38.253932Z,501-1991-1521-1561-1100
BTCNGN,45834.6,0.00028535,sell,2024-11-27T20:59:01.568967Z,1001-1561-1521-1561-150
BTCNGN,30269.23,0.0001995,sell,2024-12-07T21:00:47.862254Z,1001-1561-1521-1561-150
BTCNGN,33109.98,0.00021,sell,2024-11-28T16:29:28.602779Z,1001-1561-1521-1561-150
BTCNGN,39944.67,0.00025658,sell,2024-12-05T18:22:57.646039Z,491-1571-1521-1981-152
BTCNGN,1549194.5,0.01095,sell,2024-12-06T13:28:27.556685Z,501-1981-1521-1981-157
BTCNGN,1416702.46,0.01,sell,2024-12-06T13:30:18.606586Z,501-1981-1521-1981-157
BTCNGN,100073.72,0.00061129,sell,2024-12-05T05:06:05.18498Z,571-1491-1521-1561-1100
BTCNGN,100204.19,0.00064622,sell,2024-12-08T17:56:33.494708Z,571-1491-1521-1561-1100
BTCNGN,149968.28,0.00098875,sell,2024-12-09T22:58:48.93644Z,531-1501-1521-1981-151
BTCNGN,99957.34,0.00065977,sell,2024-12-07T21:16:47.954548Z,1021-11011-1521-1971-155
BTCNGN,265879.63,0.00174529,sell,2024-12-09T23:58:10.261487Z,481-1491-1521-1571-156
BTCNGN,348531.25,0.00245304,sell,2024-12-06T13:43:35.28859Z,561-1521-1521-1971-1102
BTCNGN,137688.38,0.00085379,sell,2024-11-27T20:38:01.071437Z,551-1541-1521-1981-1100
BTCNGN,177507.7,0.0011352,sell,2024-12-03T18:34:03.453883Z,551-1541-1521-1981-1100
BTCNGN,21566.42,0.00013191,sell,2024-12-05T05:11:20.441827Z,521-1501-1521-1981-199
BTCNGN,21414.78,0.00013662,sell,2024-12-03T18:19:55.373206Z,521-1501-1521-1981-199
BTCNGN,117907.6,0.00074397,sell,2024-12-03T02:54:28.79212Z,511-1491-1521-1561-1101
BTCNGN,109276.17,0.0006835,sell,2024-11-30T19:12:06.917602Z,501-1481-1521-1981-149
BTCNGN,264328.27,0.00165879,sell,2024-11-30T04:41:35.575407Z,521-1481-1521-1981-153
BTCNGN,5048.44,0.0000325,sell,2024-12-03T18:16:19.440546Z,551-1971-1521-1571-156
BTCNGN,5146.36,0.00003173,sell,2024-12-05T05:28:47.353633Z,551-1971-1521-1571-156
BTCNGN,4950.13,0.00003058,sell,2024-12-05T05:11:24.095546Z,1021-11011-1521-1971-156
BTCNGN,249812.22,0.00156446,sell,2024-11-30T05:33:01.355717Z,1021-11011-1521-1971-156
BTCNGN,106679.58,0.00072354,sell,2024-12-07T07:33:57.423608Z,531-1501-1521-1571-198
BTCNGN,29666.34,0.00020142,sell,2024-12-07T07:56:26.998991Z,531-1501-1521-1571-198
BTCNGN,30976.07,0.00020329,sell,2024-12-09T12:19:56.873164Z,531-1501-1521-1571-198
BTCNGN,4947.45,0.00003274,sell,2024-12-04T12:22:09.989951Z,1011-1481-1521-1571-197
BTCNGN,800.15,0.00000506,sell,2024-11-30T05:46:59.994103Z,1011-1481-1521-1571-197
BTCNGN,30002.24,0.00018871,sell,2024-12-11T07:35:43.094168Z,971-1511-1521-1571-149
BTCNGN,8910.69,0.0000591,sell,2024-12-04T12:30:51.566959Z,971-1511-1521-1571-149
BTCNGN,19999.67,0.00012679,sell,2024-11-28T16:08:08.490697Z,571-11011-1521-1571-1101
BTCNGN,9900.21,0.00006342,sell,2024-11-28T16:29:34.120964Z,571-11011-1521-1571-1101
BTCNGN,180684.08,0.001275,sell,2024-12-06T12:49:45.133716Z,501-1561-1521-1971-152
BTCNGN,2144.1,0.000014,sell,2024-12-08T17:18:27.509201Z,501-1561-1521-1971-152
BTCNGN,4505.88,0.00003,sell,2024-12-09T12:00:53.23831Z,501-1561-1521-1971-152
BTCNGN,40998.98,0.00025294,sell,2024-12-05T05:57:41.960912Z,541-1971-1521-1971-157
BTCNGN,34997.37,0.00024605,sell,2024-12-06T13:46:10.071951Z,501-1971-1521-1571-148
BTCNGN,9209866.51,0.05793249,sell,2024-12-11T07:36:35.853897Z,1021-1511-1521-1571-198
BTCNGN,19998.92,0.00013575,sell,2024-12-07T07:57:23.981309Z,541-1521-1521-1981-150
BTCNGN,277578.24,0.00188227,sell,2024-12-07T08:13:17.612223Z,541-1521-1521-1981-150
BTCNGN,80229.19,0.0005002,sell,2024-12-01T16:15:46.871407Z,981-1501-1521-1981-198
BTCNGN,44999.59,0.00029664,sell,2024-12-09T12:02:44.178381Z,981-1971-1521-1981-1100
BTCNGN,9999.22,0.000066,sell,2024-12-07T21:17:09.310302Z,981-1971-1521-1981-1100
BTCNGN,9880.51,0.00006411,sell,2024-12-05T18:20:40.266475Z,981-1971-1521-1981-1100
BTCNGN,1461.73,0.0000097,sell,2024-12-09T23:33:13.013318Z,1011-1491-1521-1981-1102
BTCNGN,22200.8,0.0001508,sell,2024-12-07T07:41:29.409777Z,501-1561-1521-1981-198
BTCNGN,16518.38,0.0001053,sell,2024-12-03T18:21:00.28998Z,501-1561-1521-1981-198
BTCNGN,609999.45,0.00401796,sell,2024-12-07T21:02:13.654344Z,541-11001-1521-1571-1100
BTCNGN,2390457.41,0.015,sell,2024-11-30T04:38:16.554668Z,561-1481-1521-1981-197
BTCNGN,32632.52,0.00022138,sell,2024-12-07T07:58:11.661086Z,531-1971-1521-1571-198
BTCNGN,1184966.76,0.00804249,sell,2024-12-07T08:16:02.476895Z,571-11021-1521-1981-152
BTCNGN,273805.59,0.00180607,sell,2024-12-07T20:42:11.738722Z,481-1491-1521-1561-199
BTCNGN,303294.28,0.00188919,sell,2024-11-29T11:42:47.546428Z,481-1491-1521-1561-199
BTCNGN,49998.98,0.00029019,buy,2024-12-01T16:39:22.232176Z,521-1561-1521-1571-154
BTCNGN,9603.19,0.00006398,sell,2024-12-09T12:04:05.068982Z,1011-1981-1521-1561-1100
BTCNGN,1980,0.00001313,sell,2024-12-09T12:19:47.879784Z,1011-1981-1521-1561-1100
BTCNGN,207003.21,0.00145499,sell,2024-12-06T13:09:07.153733Z,541-1521-1521-1981-157
BTCNGN,10764.23,0.00006745,sell,2024-11-30T18:44:31.622426Z,1001-1531-1521-1971-199
BTCNGN,100010.18,0.0006515,sell,2024-12-10T20:05:08.145275Z,571-1991-1521-1561-197
BTCNGN,57712.59,0.00036,sell,2024-12-01T16:07:27.110572Z,481-1511-1521-1981-151
BTCNGN,260020.64,0.00170495,sell,2024-12-04T12:05:45.344498Z,571-1551-1521-1971-154
BTCNGN,1979.59,0.0000131,sell,2024-12-04T12:19:08.931669Z,491-1491-1521-1561-151
BTCNGN,18902.01,0.0001567,sell,2025-03-11T14:26:43.120359Z,971-1561-1521-1981-157
BTCNGN,19993.14,0.00013129,sell,2024-12-09T12:14:07.396733Z,531-1981-1521-1981-1101
BTCNGN,99999.95,0.00063009,sell,2024-12-03T02:43:37.007393Z,531-1981-1521-1981-1101
BTCNGN,500591.52,0.00312983,sell,2024-11-30T19:23:19.861856Z,531-1981-1521-1981-1101
BTCNGN,2969.76,0.00001876,sell,2024-11-30T19:09:27.096567Z,1011-1551-1521-1571-198
BTCNGN,12338.82,0.00007715,sell,2024-11-30T19:21:47.45976Z,1011-1551-1521-1571-198
BTCNGN,791.67,0.00000499,sell,2024-12-11T14:47:48.327158Z,561-1531-1521-1561-156
BTCNGN,5940.38,0.00003741,sell,2024-11-29T11:40:03.415389Z,511-1511-1521-1571-198
BTCNGN,3168.25,0.00001974,sell,2024-12-05T05:52:45.831971Z,511-1511-1521-1571-198
BTCNGN,9899.46,0.00006596,sell,2024-12-09T11:52:16.492985Z,511-1971-1521-1571-153
BTCNGN,11000,0.00009065,sell,2025-03-11T14:16:29.571467Z,511-1971-1521-1571-153
BTCNGN,49991.45,0.00032231,sell,2024-12-08T17:29:08.407601Z,511-1971-1521-1571-153
BTCNGN,7394334.01,0.04630504,sell,2024-11-30T06:09:27.910001Z,491-11001-1521-1981-151
BTCNGN,875322.84,0.00543866,sell,2024-11-27T21:12:10.005948Z,1001-11021-1521-1981-155
BTCNGN,234450.83,0.001515,sell,2024-12-10T13:32:30.087289Z,971-1511-1521-1981-152
BTCNGN,19030.89,0.00012499,sell,2024-12-04T12:03:30.598077Z,981-11011-1521-1981-153
BTCNGN,317461.78,0.00201615,sell,2024-12-03T17:57:52.259626Z,971-1551-1521-1971-150
BTCNGN,247210.72,0.00162366,sell,2024-12-09T23:26:54.591693Z,971-1551-1521-1971-150
BTCNGN,71355.23,0.00045841,sell,2024-12-05T18:19:04.634533Z,971-1551-1521-1971-150
BTCNGN,695362.56,0.00559849,sell,2025-03-11T18:43:34.299565Z,541-1561-1521-1971-154
BTCNGN,6434.66,0.00004064,sell,2024-11-30T19:29:59.281819Z,481-1511-1521-1571-153
BTCNGN,155481.61,0.00099626,sell,2024-12-05T18:17:09.500968Z,551-1571-1521-1561-197
BTCNGN,158349.11,0.0010213,sell,2024-12-08T17:48:15.166379Z,551-1571-1521-1561-197
BTCNGN,130340.21,0.00081567,sell,2024-12-11T11:06:20.796489Z,501-1531-1521-1971-149
BTCNGN,160081.92,0.00099322,sell,2024-11-29T12:11:07.272598Z,1011-1541-1521-1971-155
BTCNGN,17142.92,0.00011,sell,2024-12-05T17:47:11.259558Z,1021-1991-1521-1971-153
BTCNGN,38663.81,0.00024938,sell,2024-12-08T17:34:18.239222Z,991-1981-1521-1971-153
BTCNGN,23668.23,0.00015219,sell,2024-12-05T18:20:20.730614Z,991-1981-1521-1971-153
BTCNGN,10001.06,0.00006213,sell,2024-11-29T11:47:52.92317Z,541-1521-1521-1561-148
