asset,amount,activity_type,timestamp,user_id
NGN,93986,deposit,2025-01-17T16:55:19.578865Z,991-1491-1521-1971-154
NGN,40000,withdrawal,2025-01-17T16:55:46.524158Z,481-1561-1521-1981-198
NGN,1187,withdrawal,2025-01-17T16:56:17.248503Z,1021-1521-1521-1571-198
NGN,331030,withdrawal,2025-01-17T16:56:21.551552Z,1021-1481-1521-1561-1100
NGN,15000,withdrawal,2025-01-17T16:56:24.321694Z,571-1981-1521-1971-150
NGN,10000,withdrawal,2025-01-17T16:56:24.390025Z,981-1531-1521-1571-154
NGN,15000,withdrawal,2025-03-12T13:37:19.639193Z,511-1561-1521-1981-199
NGN,50060,withdrawal,2025-01-17T16:57:11.299469Z,1021-1501-1521-1981-149
NGN,120000,deposit,2025-01-17T16:57:15.44187Z,991-1491-1521-1971-154
NGN,327000,withdrawal,2025-01-17T16:57:19.479956Z,981-1571-1521-1571-157
NGN,11000,withdrawal,2025-01-17T16:57:21.80131Z,541-1491-1521-1981-152
NGN,30000,withdrawal,2025-01-17T16:57:57.975185Z,561-1561-1521-1561-152
NGN,16439,withdrawal,2025-01-17T16:58:02.183786Z,1021-1521-1521-1981-151
NGN,5000,withdrawal,2025-01-17T16:58:03.463113Z,971-1501-1521-1571-199
USDT,9,deposit,2025-01-17T16:58:03.708781Z,541-1981-1521-1981-197
NGN,32800,withdrawal,2025-01-17T16:58:07.211404Z,981-1541-1521-1981-155
USDT,19.1927,deposit,2025-01-17T16:58:38.435095Z,991-1491-1521-1971-155
NGN,2108,deposit,2025-01-17T16:58:59.695613Z,991-1491-1521-1971-154
NGN,12000,withdrawal,2025-01-17T16:59:04.736011Z,511-1991-1521-1571-154
NGN,104347,withdrawal,2025-01-17T16:59:16.997804Z,551-11021-1521-1561-151
NGN,13200,withdrawal,2025-01-17T16:59:23.394755Z,1021-1551-1521-1571-155
NGN,111874,deposit,2025-01-17T16:59:57.456777Z,491-1541-1521-1571-156
NGN,16300,withdrawal,2025-01-17T16:59:57.609512Z,1001-1971-1521-1561-151
NGN,10000,withdrawal,2025-01-17T17:00:00.82948Z,491-1541-1521-1571-1100
NGN,15043,withdrawal,2025-01-17T17:00:01.20567Z,531-1971-1521-1571-151
ETH,0.00990557,deposit,2025-01-17T17:00:20.071321Z,501-11011-1521-1981-197
BTC,0.00195515,deposit,2025-01-17T17:00:34.332515Z,541-1991-1521-1571-1102
SOL,1.372773,deposit,2025-01-17T17:00:35.677565Z,1021-1481-1521-1561-1100
USDT,10,deposit,2025-01-17T17:00:41.573591Z,1021-1551-1521-1971-149
NGN,3000,withdrawal,2025-03-12T15:11:56.307839Z,991-1491-1521-1981-157
BTC,0.0020976,deposit,2025-01-17T17:00:44.373089Z,551-11001-1521-1971-198
BTC,0.00114419,deposit,2025-01-17T17:00:48.406234Z,971-11001-1521-1561-157
BTC,0.00044234,deposit,2025-01-17T17:00:51.559224Z,521-1981-1521-1981-151
BTC,0.00457194,deposit,2025-01-17T17:00:52.256198Z,561-1491-1521-1981-154
SOL,0.4573006,deposit,2025-01-17T17:01:11.056253Z,561-1531-1521-1571-199
NGN,380000,deposit,2025-03-12T11:24:14.285737Z,501-1971-1521-1561-157
NGN,5983,withdrawal,2025-01-17T17:02:25.225099Z,981-1981-1521-1571-1101
NGN,30000,deposit,2025-03-12T11:24:20.222697Z,1021-1501-1521-1981-157
NGN,8496,withdrawal,2025-01-17T17:02:32.867304Z,981-1981-1521-1571-1101
SOL,0.08,deposit,2025-01-17T17:03:16.860995Z,1021-11011-1521-1981-157
NGN,50150,deposit,2025-01-17T17:03:34.644179Z,541-1481-1521-1571-1100
ETH,0.20681886,deposit,2025-03-12T13:37:42.999514Z,521-1491-1521-1981-151
NGN,8680,withdrawal,2025-03-12T16:13:12.687379Z,511-1541-1521-1971-153
NGN,31000,withdrawal,2025-01-17T17:03:42.12813Z,491-1491-1521-1981-156
NGN,71000,withdrawal,2025-01-17T17:03:43.640703Z,501-1981-1521-1561-150
NGN,32050,withdrawal,2025-01-17T17:04:00.268094Z,1011-1501-1521-1561-1100
USDT,59,deposit,2025-01-17T17:04:08.097781Z,991-1971-1521-1571-157
NGN,201000,withdrawal,2025-01-17T17:04:26.956054Z,541-1991-1521-1571-1102
NGN,25100,withdrawal,2025-01-17T17:04:29.13623Z,1021-1491-1521-1561-149
NGN,23000,deposit,2025-03-12T11:24:32.021126Z,1021-1501-1521-1981-157
NGN,1150,deposit,2025-03-12T15:12:32.851401Z,521-1981-1521-1571-148
BNB,0.01379519,deposit,2025-01-17T17:04:50.153129Z,561-1981-1521-1571-198
NGN,89031,withdrawal,2025-03-12T11:24:39.079979Z,481-1501-1521-1571-199
NGN,32426,withdrawal,2025-01-17T17:05:17.762432Z,521-1511-1521-1971-152
NGN,144001,withdrawal,2025-01-17T17:05:48.757452Z,481-1521-1521-1561-155
USDT,40.86,deposit,2025-01-17T17:04:56.264968Z,561-1531-1521-1571-199
USDT,50,deposit,2025-01-17T17:06:07.649184Z,971-1501-1521-1971-153
NGN,26000,deposit,2025-03-12T11:24:40.886146Z,1021-1501-1521-1981-157
NGN,76786,withdrawal,2025-03-12T11:24:41.53368Z,541-1551-1521-1571-155
NGN,1150,deposit,2025-01-17T17:06:44.609504Z,1001-1991-1521-1981-156
NGN,23000,withdrawal,2025-01-17T17:06:52.406985Z,531-11001-1521-1981-148
NGN,31419,withdrawal,2025-01-17T17:07:02.649358Z,991-1491-1521-1971-155
NGN,1200,withdrawal,2025-01-17T17:07:08.560682Z,1021-1551-1521-1571-155
NGN,247495,deposit,2025-01-17T17:07:28.436966Z,1021-1501-1521-1981-157
NGN,4900,withdrawal,2025-01-17T17:07:31.441751Z,531-1571-1521-1981-198
NGN,47773,withdrawal,2025-01-17T17:07:52.099684Z,1021-11011-1521-1981-157
NGN,60000,withdrawal,2025-01-17T17:08:16.34067Z,551-11021-1521-1571-197
NGN,40000,withdrawal,2025-01-17T17:08:25.97199Z,551-11021-1521-1571-197
NGN,16363,withdrawal,2025-01-17T17:08:42.406154Z,481-11001-1521-1981-154
NGN,30000,withdrawal,2025-01-17T17:08:45.281145Z,541-1511-1521-1971-152
NGN,2200,withdrawal,2025-01-17T17:09:04.945507Z,1011-11001-1521-1981-1101
NGN,76786,deposit,2025-03-12T11:24:41.538939Z,991-1491-1521-1971-154
NGN,10100,withdrawal,2025-01-17T17:09:31.581328Z,501-1481-1521-1561-154
NGN,20000,withdrawal,2025-01-17T17:09:43.131547Z,531-1501-1521-1571-148
NGN,1400,deposit,2025-01-17T17:10:13.792991Z,521-1991-1521-1981-150
LTC,0.29393091,deposit,2025-01-17T17:10:28.266336Z,571-1511-1521-1571-153
USDT,204.5,deposit,2025-03-12T15:12:09.573478Z,541-11011-1521-1571-152
NGN,200000,deposit,2025-03-12T16:13:28.523116Z,481-11011-1521-1971-1100
NGN,5600,withdrawal,2025-01-17T17:10:46.267769Z,481-1511-1521-1561-199
LTC,0.003975,withdrawal,2025-01-17T17:10:53.297976Z,1001-1991-1521-1981-156
ETH,0.00262459,deposit,2025-01-17T17:10:58.692011Z,561-11001-1521-1561-1102
NGN,16043,withdrawal,2025-01-17T17:11:05.392122Z,561-1981-1521-1571-198
NGN,11000,withdrawal,2025-01-17T17:11:38.18651Z,511-11001-1521-1981-150
NGN,12500,withdrawal,2025-01-17T17:12:27.821784Z,991-1491-1521-1971-154
NGN,12500,deposit,2025-01-17T17:12:27.828393Z,561-11021-1521-1561-154
NGN,60000,withdrawal,2025-01-17T17:12:37.149793Z,511-1521-1521-1981-149
NGN,59100,withdrawal,2025-01-17T17:13:20.080827Z,991-1971-1521-1571-157
NGN,20000,withdrawal,2025-01-17T19:15:08.789626Z,981-1991-1521-1981-151
NGN,10000,withdrawal,2025-01-17T17:13:08.792805Z,571-1991-1521-1571-153
NGN,109740,withdrawal,2025-01-17T17:13:37.62406Z,1011-1561-1521-1971-1101
NGN,109740,deposit,2025-01-17T17:13:37.645398Z,491-1541-1521-1571-156
NGN,30100,withdrawal,2025-01-17T17:13:40.396561Z,511-11011-1521-1971-151
NGN,9000,withdrawal,2025-01-17T17:13:46.887803Z,561-11021-1521-1971-198
NGN,127300,deposit,2025-01-17T17:14:54.478232Z,481-11011-1521-1971-1100
NGN,50000,withdrawal,2025-03-12T13:38:18.684831Z,511-11011-1521-1971-156
BTC,0.00040881,deposit,2025-03-12T16:13:38.009237Z,571-1981-1521-1971-150
ETH,0.00583,deposit,2025-01-17T17:15:09.84007Z,551-1511-1521-1981-156
NGN,16300,withdrawal,2025-01-17T17:15:11.523051Z,531-1481-1521-1971-197
NGN,5100,withdrawal,2025-03-12T11:25:21.492119Z,1021-1521-1521-1571-198
NGN,760008,withdrawal,2025-03-12T13:38:22.719497Z,521-1511-1521-1561-148
NGN,32000,withdrawal,2025-01-17T17:15:33.174087Z,1021-1491-1521-1561-150
NGN,11257,withdrawal,2025-01-17T17:15:50.989064Z,981-1571-1521-1971-151
NGN,99200,withdrawal,2025-01-17T17:16:01.711107Z,971-1991-1521-1981-151
NGN,1000000,withdrawal,2025-01-17T17:16:04.878775Z,991-1491-1521-1971-154
NGN,30000,withdrawal,2025-01-17T17:16:29.163164Z,1021-1551-1521-1571-155
NGN,50000,withdrawal,2025-01-17T17:16:31.315732Z,481-1551-1521-1981-155
NGN,74290,withdrawal,2025-01-17T17:16:35.253529Z,521-1981-1521-1981-151
NGN,14743,withdrawal,2025-01-17T17:16:35.61597Z,541-1981-1521-1981-197
NGN,14731,withdrawal,2025-01-17T17:16:44.989071Z,541-1981-1521-1981-197
USDT,49,deposit,2025-01-17T17:16:51.531392Z,991-1971-1521-1571-157
USDT,132.874832,deposit,2025-01-17T17:16:58.18446Z,561-1971-1521-1571-148
NGN,20510,withdrawal,2025-01-17T17:16:58.736397Z,521-1491-1521-1561-154
NGN,5000,withdrawal,2025-01-17T17:17:02.303388Z,571-11011-1521-1561-199
NGN,788000,withdrawal,2025-01-17T17:16:59.685384Z,481-11011-1521-1971-1100
NGN,10000,withdrawal,2025-01-17T17:17:06.412423Z,481-1971-1521-1561-149
NGN,9994,withdrawal,2025-01-17T17:17:36.405696Z,1001-1981-1521-1571-1101
NGN,10000,withdrawal,2025-01-17T17:17:42.380314Z,571-1511-1521-1561-1102
NGN,52100,withdrawal,2025-01-17T17:18:05.614559Z,991-1971-1521-1571-157
USDT,138.5349,deposit,2025-01-17T17:18:17.693383Z,1021-11011-1521-1981-155
NGN,20000,withdrawal,2025-01-17T17:18:38.788351Z,991-1521-1521-1971-157
NGN,10000,deposit,2025-03-12T11:25:45.265914Z,551-11021-1521-1971-199
NGN,30541,withdrawal,2025-03-12T13:38:50.95105Z,521-1551-1521-1561-153
NGN,20000,withdrawal,2025-01-17T17:18:56.153904Z,551-1551-1521-1971-153
NGN,81577,deposit,2025-01-17T17:19:06.142272Z,481-11011-1521-1971-1100
NGN,180000,withdrawal,2025-01-17T17:19:12.605915Z,971-11001-1521-1561-157
NGN,180000,deposit,2025-01-17T17:19:12.646223Z,991-1491-1521-1971-154
NGN,10100,withdrawal,2025-01-17T17:19:51.230898Z,1001-11011-1521-1571-1101
NGN,3000,withdrawal,2025-03-12T11:25:59.066864Z,491-1981-1521-1561-1101
LTC,0.005975,withdrawal,2025-01-17T17:18:09.811156Z,521-1991-1521-1981-150
NGN,6170,deposit,2025-03-12T15:13:07.855777Z,551-11021-1521-1971-199
NGN,10000,deposit,2025-01-17T17:21:31.471176Z,991-1491-1521-1971-154
NGN,5150,deposit,2025-01-17T17:21:55.685829Z,521-1491-1521-1571-157
NGN,10000,withdrawal,2025-01-17T17:22:53.656087Z,521-1521-1521-1571-150
NGN,10000,withdrawal,2025-01-17T17:23:02.413388Z,531-11001-1521-1981-148
NGN,30000,deposit,2025-01-17T17:23:07.769377Z,991-1491-1521-1971-154
NGN,226737,withdrawal,2025-01-17T17:24:02.53707Z,1021-11011-1521-1981-155
NGN,19000,withdrawal,2025-01-17T17:24:07.478818Z,571-1541-1521-1561-1102
NGN,10000,withdrawal,2025-01-17T17:24:36.952593Z,501-1481-1521-1561-154
NGN,729336,withdrawal,2025-01-17T17:24:37.237298Z,971-1491-1521-1971-1102
SOL,0.05,deposit,2025-03-12T13:39:00.408823Z,981-1971-1521-1981-199
NGN,150500,withdrawal,2025-01-17T17:24:56.157459Z,531-1491-1521-1971-151
BTC,0.00047707,deposit,2025-01-17T17:24:57.565405Z,571-1551-1521-1981-151
BTC,0.00380095,deposit,2025-01-17T17:24:57.669934Z,1001-1521-1521-1571-149
NGN,39200,withdrawal,2025-03-12T13:39:01.103187Z,501-11021-1521-1971-1102
BTC,0.00435,deposit,2025-01-17T17:25:04.942839Z,991-1491-1521-1971-151
BTC,0.00014283,deposit,2025-01-17T17:25:09.212684Z,571-1991-1521-1971-150
BTC,0.00043424,deposit,2025-01-17T17:25:09.437796Z,521-1971-1521-1971-148
ETH,0.15288262,deposit,2025-03-12T13:39:04.714289Z,1021-1491-1521-1561-149
BTC,0.0002479,deposit,2025-01-17T17:25:19.775075Z,521-1511-1521-1561-149
BTC,0.00010486,deposit,2025-01-17T17:25:21.828312Z,571-11021-1521-1981-150
BTC,0.00042845,deposit,2025-01-17T17:25:24.951509Z,551-1551-1521-1971-153
NGN,50696,withdrawal,2025-04-01T12:16:51.548298Z,561-1481-1521-1971-1102
BTC,0.00368632,deposit,2025-01-17T17:25:34.151487Z,491-1981-1521-1561-1101
NGN,24000,withdrawal,2025-01-17T17:25:35.332743Z,571-1491-1521-1971-197
NGN,29980,withdrawal,2025-01-17T17:25:36.320026Z,561-1551-1521-1971-154
BTC,0.00650645,deposit,2025-01-17T17:25:38.201083Z,501-1981-1521-1981-199
NGN,149000,deposit,2025-01-17T17:25:39.953585Z,991-1491-1521-1971-154
BTC,0.00607264,deposit,2025-03-12T11:26:53.872896Z,1011-1521-1521-1971-1100
TRX,24.759468,deposit,2025-01-17T17:25:46.22481Z,1001-1981-1521-1561-154
NGN,59100,withdrawal,2025-01-17T17:26:08.954784Z,991-1971-1521-1571-157
NGN,50000,withdrawal,2025-01-17T17:26:32.708886Z,1011-11021-1521-1971-197
NGN,20000,withdrawal,2025-01-17T17:26:48.468192Z,981-1481-1521-1561-151
TRX,39.4,withdrawal,2025-01-17T17:24:59.580185Z,561-1491-1521-1971-199
NGN,14000,withdrawal,2025-01-17T17:27:20.438734Z,571-1991-1521-1981-154
NGN,635000,withdrawal,2025-01-17T17:27:34.07557Z,501-1521-1521-1571-1100
NGN,17662,withdrawal,2025-01-17T17:27:40.594511Z,571-11021-1521-1981-150
USDT,320.92,deposit,2025-01-17T17:28:22.425181Z,971-1531-1521-1561-1102
NGN,152150,deposit,2025-01-17T17:28:53.591892Z,481-11011-1521-1971-1100
NGN,100000,withdrawal,2025-03-12T13:39:30.014483Z,491-1981-1521-1561-1101
NGN,78800,withdrawal,2025-03-12T15:13:19.114185Z,561-1481-1521-1981-1102
NGN,21005,withdrawal,2025-01-17T17:29:48.853383Z,531-1491-1521-1571-199
LTC,0.04630359,deposit,2025-01-17T17:29:54.364973Z,991-1561-1521-1971-151
NGN,25000,withdrawal,2025-01-17T17:30:53.986109Z,981-1541-1521-1981-151
NGN,60000,withdrawal,2025-01-17T17:31:35.143054Z,981-1501-1521-1571-148
NGN,10000,withdrawal,2025-01-17T17:31:58.148022Z,991-11011-1521-1561-157
NGN,12800,withdrawal,2025-01-17T17:32:08.077717Z,991-1491-1521-1971-154
NGN,12800,deposit,2025-01-17T17:32:08.084842Z,561-11021-1521-1561-154
NGN,30000,withdrawal,2025-01-17T17:32:13.649493Z,1001-1481-1521-1971-156
NGN,21100,withdrawal,2025-01-17T17:32:25.943025Z,991-1971-1521-1571-157
NGN,3000,withdrawal,2025-01-17T17:32:52.056878Z,551-1491-1521-1981-155
NGN,10000,withdrawal,2025-01-17T17:33:08.911367Z,971-1531-1521-1561-1102
NGN,9473,withdrawal,2025-01-17T17:33:27.903549Z,991-11011-1521-1561-1100
NGN,25000,withdrawal,2025-03-12T11:27:29.910484Z,551-1491-1521-1571-1102
NGN,169785,deposit,2025-01-17T17:33:43.199139Z,481-11011-1521-1971-1100
NGN,50100,withdrawal,2025-01-17T17:33:56.924939Z,501-11021-1521-1971-155
NGN,30000,withdrawal,2025-03-12T11:27:22.51418Z,551-1491-1521-1571-1102
BTC,0.0003866,deposit,2025-01-17T17:34:01.643036Z,551-11001-1521-1971-198
BTC,0.0009,deposit,2025-01-17T17:34:04.096356Z,991-1501-1521-1981-199
NGN,19987,withdrawal,2025-01-17T17:34:04.243624Z,521-1971-1521-1971-151
BTC,0.001,deposit,2025-01-17T17:34:05.245736Z,551-1551-1521-1971-1102
NGN,300000,deposit,2025-01-17T17:34:06.721379Z,991-1491-1521-1971-154
BTC,0.00762555,deposit,2025-01-17T17:34:09.423416Z,1021-1971-1521-1981-198
NGN,424150,deposit,2025-01-17T17:34:17.695796Z,491-11001-1521-1571-150
BTC,0.00524441,deposit,2025-01-17T17:34:15.167188Z,1021-1511-1521-1561-1100
BTC,0.00091972,deposit,2025-01-17T17:34:16.890471Z,481-11011-1521-1561-149
BTC,0.00181106,deposit,2025-01-17T17:34:22.558188Z,981-1481-1521-1971-1100
BTC,0.000108,deposit,2025-01-17T17:34:26.073594Z,541-1541-1521-1561-197
NGN,3986,withdrawal,2025-01-17T17:34:27.384095Z,491-1541-1521-1561-198
BTC,0.00090563,deposit,2025-01-17T17:34:31.46529Z,551-1501-1521-1971-155
NGN,20000,withdrawal,2025-01-17T17:34:52.362888Z,511-1501-1521-1971-1101
NGN,18397,withdrawal,2025-03-12T13:39:41.901101Z,531-11011-1521-1981-151
NGN,10195,withdrawal,2025-01-17T17:35:16.495993Z,1001-1511-1521-1981-197
NGN,60000,withdrawal,2025-03-12T13:39:44.528051Z,1021-1981-1521-1981-1101
NGN,30000,withdrawal,2025-01-17T17:35:25.493735Z,511-1511-1521-1971-151
NGN,50000,withdrawal,2025-03-12T15:13:38.54358Z,501-1541-1521-1571-199
NGN,60000,withdrawal,2025-01-17T17:35:32.6287Z,1001-1551-1521-1981-199
NGN,14000,withdrawal,2025-01-17T17:35:44.423246Z,491-1981-1521-1981-157
NGN,5000,withdrawal,2025-03-12T13:39:57.589114Z,491-11001-1521-1981-152
NGN,5445,deposit,2025-03-12T11:28:09.207802Z,551-11021-1521-1971-199
NGN,130000,withdrawal,2025-01-17T17:37:11.793843Z,531-1501-1521-1571-148
NGN,5944,withdrawal,2025-01-17T17:37:56.057492Z,481-11011-1521-1561-149
ADA,50,deposit,2025-01-17T17:37:37.460052Z,981-11021-1521-1971-1101
NGN,1000000,withdrawal,2025-01-17T17:37:54.876302Z,1021-1971-1521-1981-198
NGN,1812,withdrawal,2025-01-17T17:38:05.636608Z,531-1981-1521-1971-153
BTC,0.00019042,deposit,2025-01-17T17:38:08.857516Z,561-1481-1521-1561-198
BTC,0.00183,deposit,2025-01-17T17:38:11.973629Z,571-1491-1521-1971-197
BTC,0.00024602,deposit,2025-01-17T17:38:16.977011Z,521-1971-1521-1971-148
NGN,1800000,withdrawal,2025-03-12T15:13:39.291199Z,491-11021-1521-1981-197
BTC,0.00108524,deposit,2025-01-17T17:38:20.157633Z,511-11011-1521-1971-151
ETH,0.0454726,deposit,2025-03-12T13:39:57.831304Z,501-1481-1521-1561-151
BTC,0.00014296,deposit,2025-01-17T17:38:20.205962Z,531-1521-1521-1561-148
BTC,0.00090121,deposit,2025-01-17T17:38:20.690774Z,561-11021-1521-1571-152
BTC,0.0001907,deposit,2025-01-17T17:38:23.689736Z,561-1491-1521-1981-154
BTC,0.0013504,deposit,2025-01-17T17:38:24.20215Z,561-11021-1521-1571-152
BTC,0.00947703,deposit,2025-01-17T17:38:25.925341Z,501-11011-1521-1981-1102
BTC,0.00182673,deposit,2025-01-17T17:38:26.189682Z,1001-11001-1521-1561-154
NGN,10000,withdrawal,2025-01-17T17:38:31.354064Z,561-1491-1521-1571-152
NGN,900000,withdrawal,2025-01-17T17:38:35.376949Z,991-1491-1521-1971-154
NGN,73153,withdrawal,2025-01-17T17:38:43.296195Z,521-1971-1521-1971-148
USDT,21.54,deposit,2025-01-17T17:38:45.486614Z,1011-1971-1521-1981-199
NGN,30000,withdrawal,2025-03-12T13:40:03.55815Z,521-1991-1521-1561-157
NGN,50100,withdrawal,2025-03-12T11:28:24.517482Z,561-11011-1521-1571-1100
NGN,20000,withdrawal,2025-01-17T17:39:19.70674Z,991-1971-1521-1571-1100
NGN,50000,withdrawal,2025-01-17T17:39:20.053982Z,481-1521-1521-1571-199
NGN,100000,deposit,2025-01-17T17:39:23.826206Z,991-1491-1521-1971-154
NGN,60000,withdrawal,2025-01-17T17:39:34.63295Z,981-1481-1521-1971-1100
NGN,15500,withdrawal,2025-01-17T17:39:37.924027Z,561-11021-1521-1971-198
NGN,25100,withdrawal,2025-01-17T17:39:51.834982Z,521-11001-1521-1571-1101
NGN,20132,withdrawal,2025-01-17T17:40:03.743553Z,531-11001-1521-1571-198
NGN,10413,withdrawal,2025-01-17T17:40:10.749506Z,521-11021-1521-1571-151
NGN,733973,withdrawal,2025-01-17T17:40:12.785617Z,991-1491-1521-1971-151
NGN,733973,deposit,2025-01-17T17:40:12.79303Z,991-1491-1521-1971-154
NGN,8000,withdrawal,2025-01-17T17:40:17.834567Z,501-1501-1521-1971-197
NGN,4700,withdrawal,2025-01-17T17:40:20.742378Z,991-11011-1521-1981-156
NGN,5100,deposit,2025-03-12T11:28:54.950792Z,551-11021-1521-1971-199
NGN,73487,withdrawal,2025-01-17T17:40:39.405369Z,491-1571-1521-1971-148
NGN,32181,deposit,2025-03-12T11:28:55.271292Z,1021-1501-1521-1981-157
LTC,0.0216341,withdrawal,2025-01-17T17:23:58.401524Z,521-1491-1521-1571-157
NGN,15600,withdrawal,2025-03-12T15:13:42.572653Z,521-1571-1521-1971-1100
ETH,0.131,deposit,2025-03-12T11:29:19.226757Z,981-1531-1521-1571-154
NGN,1000,withdrawal,2025-03-12T11:29:25.20515Z,541-1971-1521-1561-1101
BTC,0.00012097,deposit,2025-03-12T11:29:32.253215Z,481-11001-1521-1981-149
NGN,231331,withdrawal,2025-01-17T17:40:49.797094Z,481-1971-1521-1571-198
NGN,10000,withdrawal,2025-01-17T17:41:09.705412Z,1001-1981-1521-1571-153
LTC,0.00813704,deposit,2025-01-17T17:41:11.775996Z,511-1541-1521-1981-1102
USDT,206.447243,deposit,2025-01-17T17:41:42.109283Z,1021-1541-1521-1981-1101
NGN,7000,withdrawal,2025-01-17T17:41:43.249782Z,991-1491-1521-1971-154
NGN,60000,withdrawal,2025-01-17T17:41:44.454541Z,491-11021-1521-1971-156
NGN,2668,withdrawal,2025-01-17T17:41:50.087755Z,531-1541-1521-1561-150
NGN,1390,withdrawal,2025-01-17T17:42:10.947776Z,571-11021-1521-1981-150
USDT,948.689412,deposit,2025-01-17T17:43:20.90862Z,531-1521-1521-1561-152
NGN,750000,withdrawal,2025-03-12T17:00:07.250974Z,971-1491-1521-1981-151
NGN,70000,withdrawal,2025-03-12T16:14:36.518666Z,551-1531-1521-1971-157
USDT,41.6,deposit,2025-01-17T17:43:54.903905Z,991-11021-1521-1971-154
NGN,16633,withdrawal,2025-01-17T17:44:07.907656Z,481-11011-1521-1971-1101
NGN,100000,withdrawal,2025-01-17T17:44:10.672184Z,481-1521-1521-1571-199
NGN,40170,withdrawal,2025-01-17T17:44:17.974708Z,501-11011-1521-1981-197
NGN,5000,withdrawal,2025-01-17T17:44:59.865341Z,521-11011-1521-1981-157
NGN,31095,withdrawal,2025-01-17T17:45:04.468251Z,1011-1521-1521-1571-1100
USDT,13.11,withdrawal,2025-03-12T13:39:48.335122Z,981-1501-1521-1971-148
NGN,113000,withdrawal,2025-01-17T17:45:32.259063Z,501-11021-1521-1561-154
NGN,22000,withdrawal,2025-01-17T17:45:36.747799Z,991-1541-1521-1981-151
NGN,25000,withdrawal,2025-01-17T17:45:44.174504Z,501-1991-1521-1561-150
NGN,1000,withdrawal,2025-01-17T17:46:08.589076Z,1001-1991-1521-1571-149
NGN,24983,withdrawal,2025-01-17T17:46:18.672146Z,491-1981-1521-1561-1101
NGN,20000,withdrawal,2025-03-12T16:14:23.156348Z,971-1971-1521-1981-152
NGN,101966,withdrawal,2025-01-17T17:46:39.938162Z,551-1551-1521-1971-1102
NGN,65465,withdrawal,2025-01-17T17:47:09.345588Z,561-1561-1521-1981-1101
NGN,11000,withdrawal,2025-01-17T17:47:24.011811Z,991-1541-1521-1981-151
USDT,6.798902,withdrawal,2025-03-12T15:11:38.850615Z,971-1531-1521-1561-1102
BTC,0.00085903,deposit,2025-03-12T16:14:28.481936Z,541-1531-1521-1981-197
NGN,4100,withdrawal,2025-01-17T17:47:25.807603Z,991-1481-1521-1971-156
NGN,878191,withdrawal,2025-01-17T17:48:02.028873Z,1021-1511-1521-1561-1100
LTC,0.052975,withdrawal,2025-01-17T17:24:36.753086Z,561-11021-1521-1561-154
BTC,0.00446977,deposit,2025-03-12T16:14:29.677781Z,971-1491-1521-1971-1102
NGN,37500,withdrawal,2025-01-17T17:48:46.822127Z,571-1501-1521-1981-199
USDT,9.9945,deposit,2025-01-17T17:48:58.466548Z,1011-1501-1521-1971-157
USDT,49,withdrawal,2025-01-17T17:46:49.727632Z,551-1541-1521-1571-150
NGN,16891,withdrawal,2025-03-12T11:30:40.365708Z,531-1521-1521-1561-148
NGN,3150,deposit,2025-05-25T10:20:10.876987Z,1021-1551-1521-1981-1102
NGN,18000,withdrawal,2025-03-12T15:13:55.405175Z,531-1541-1521-1571-152
NGN,20000,withdrawal,2025-03-12T15:13:55.689513Z,501-1541-1521-1571-199
NGN,250277,deposit,2025-03-12T11:30:41.07775Z,501-1971-1521-1561-157
NGN,153000,withdrawal,2025-03-12T17:00:18.919015Z,481-1551-1521-1561-157
NGN,3000,withdrawal,2025-01-17T17:50:22.497292Z,971-1541-1521-1981-156
NGN,210000,withdrawal,2025-01-17T17:50:26.416564Z,1021-1971-1521-1981-198
USDT,50,deposit,2025-01-17T17:50:49.847923Z,1001-1531-1521-1571-149
NGN,18246,withdrawal,2025-03-12T13:41:31.870818Z,981-1971-1521-1981-199
NGN,120000,withdrawal,2025-03-12T15:14:01.773415Z,531-1541-1521-1571-152
SOL,0.1,deposit,2025-01-17T17:51:03.618885Z,971-1501-1521-1971-153
NGN,10000,withdrawal,2025-01-17T17:51:09.373198Z,481-1511-1521-1571-149
LTC,0.054975,withdrawal,2025-01-17T17:45:19.41143Z,561-11021-1521-1561-154
NGN,100000,withdrawal,2025-01-17T17:51:57.465558Z,571-1971-1521-1971-157
NGN,15000,withdrawal,2025-03-12T11:31:28.333185Z,551-1571-1521-1971-152
NGN,60000,withdrawal,2025-03-12T11:31:34.101521Z,491-1501-1521-1561-157
NGN,10100,withdrawal,2025-01-17T17:53:11.109525Z,501-11021-1521-1971-155
NGN,5000,withdrawal,2025-01-17T17:53:23.720556Z,531-11001-1521-1981-148
NGN,5480,withdrawal,2025-01-17T17:53:54.966083Z,531-11011-1521-1971-150
NGN,352238,withdrawal,2025-01-17T17:53:57.532473Z,551-11001-1521-1971-198
NGN,30000,withdrawal,2025-03-12T11:31:44.286668Z,1001-11021-1521-1971-199
BTC,0.00480736,deposit,2025-01-17T17:54:37.404539Z,1021-1501-1521-1981-149
NGN,44100,withdrawal,2025-01-17T17:54:44.713214Z,991-11021-1521-1971-154
BTC,0.00296833,deposit,2025-01-17T17:54:46.59909Z,981-1541-1521-1971-1100
NGN,2000,withdrawal,2025-03-12T11:31:45.636183Z,491-1981-1521-1561-1101
BNB,0.0390462,deposit,2025-03-12T11:31:51.178683Z,551-11001-1521-1571-157
BTC,0.00010534,deposit,2025-01-17T17:54:50.985122Z,1001-11011-1521-1561-148
